Locality Name,"Post
Code","Municipality
Name","Ward
Name",LGA,"District
Name","District
Code","Region
Name","Region
Code","Property
Count","Elector
Count"
Strathallan,3622,Campaspe Shire Council,Kyabram-Deakin,52302,Rodney,75,Northern Victoria,4,33,68
Strathallan,3622,Campaspe Shire Council,Western,52305,Rodney,75,Northern Victoria,4,15,23
Strathbogie,3666,Strathbogie Shire Council,Mount Wombat,53104,Benalla,8,Northern Victoria,4,154,227
Strathdale,3550,Greater Bendigo City Council,Eppalock,50201,Bendigo East,10,Northern Victoria,4,2538,4409
Strathdownie,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,68,118
Strathewen,3099,Nillumbik Shire Council,Bunjil,55802,Seymour,78,Northern Victoria,4,54,68
Strathewen,3099,Nillumbik Shire Council,Bunjil,55802,Yan Yean,87,Northern Metropolitan,3,34,55
Strathewen,3099,Nillumbik Shire Council,Sugarloaf,55805,Seymour,78,Northern Victoria,4,4,8
Strathfieldsaye,3551,Greater Bendigo City Council,Eppalock,50201,Bendigo East,10,Northern Victoria,4,1684,3341
Strathkellar,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,33,73
Strathlea,3364,Central Goldfields Shire Council,Tullaroop,56304,Ripon,74,Western Victoria,8,1,1
Strathlea,3364,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,13,16
Strathmerton,3641,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,392,633
Strathmore,3041,Moonee Valley City Council,Buckley,55601,Essendon,28,Western Metropolitan,7,3128,6129
Strathmore Heights,3041,Moonee Valley City Council,Buckley,55601,Essendon,28,Western Metropolitan,7,379,728
Streatham,3351,Ararat Rural City Council,Unsubdivided,51401,Lowan,46,Western Victoria,8,60,97
Streatham,3351,Pyrenees Shire Council,Mount Emu,51905,Ripon,74,Western Victoria,8,13,23
Strzelecki,3950,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,8,19
Strzelecki,3950,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,37,Eastern Victoria,2,39,54
Stuart Mill,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,47,64
Sugarloaf,3234,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,9,10
Sugarloaf Creek,3658,Mitchell Shire Council,North,52802,Seymour,78,Northern Victoria,4,96,188
Suggan Buggan,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,1,1
Sulky,3352,Ballarat City Council,North,50302,Ballarat West,4,Western Victoria,8,6,12
Sulky,3352,Ballarat City Council,North,50302,Ripon,74,Western Victoria,8,37,72
Sulky,3352,Hepburn Shire Council,Creswick,56404,Ballarat East,3,Western Victoria,8,40,81
Summerlands,3922,Bass Coast Shire Council,McHaffie,53405,Bass,5,Eastern Victoria,2,7,1
Sunbury,3429,Hume City Council,Jacksons Creek,54802,Macedon,48,Northern Victoria,4,13257,24192
Sunday Creek,3658,Mitchell Shire Council,Central,52801,Seymour,78,Northern Victoria,4,109,221
Sunderland Bay,3922,Bass Coast Shire Council,Churchill,53402,Bass,5,Eastern Victoria,2,171,151
Sunset Strip,3922,Bass Coast Shire Council,McHaffie,53405,Bass,5,Eastern Victoria,2,228,219
Sunshine,3020,Brimbank City Council,Harvester,54202,Footscray,31,Western Metropolitan,7,3605,5101
Sunshine North,3020,Brimbank City Council,Harvester,54202,Derrimut,25,Western Metropolitan,7,4032,7055
Sunshine West,3020,Brimbank City Council,Harvester,54202,Derrimut,25,Western Metropolitan,7,6290,11337
Surf Beach,3922,Bass Coast Shire Council,Churchill,53402,Bass,5,Eastern Victoria,2,360,330
Surrey Hills,3127,Boroondara City Council,Lynden,50706,Burwood,19,Southern Metropolitan,6,64,85
Surrey Hills,3127,Boroondara City Council,Maling,50707,Box Hill,13,Eastern Metropolitan,1,3102,5759
Surrey Hills,3127,Boroondara City Council,Maranoa,50708,Box Hill,13,Eastern Metropolitan,1,91,106
Surrey Hills,3127,Whitehorse City Council,Elgar,55902,Box Hill,13,Eastern Metropolitan,1,474,849
Surrey Hills,3127,Whitehorse City Council,Riversdale,55904,Burwood,19,Southern Metropolitan,6,1567,2817
Sutherland,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,12,24
Sutherlands Creek,3331,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,70,Western Victoria,8,40,69
Sutton,3530,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,4,7
Sutton Grange,3448,Mount Alexander Shire Council,Calder,56701,Bendigo West,11,Northern Victoria,4,58,107
Swan Bay,3225,Greater Geelong City Council,Beangala,50602,Bellarine,7,Western Victoria,8,25,54
Swan Hill,3585,Swan Hill Rural City Council,Central,57001,Swan Hill,82,Northern Victoria,4,4721,6884
Swan Hill,3585,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,171,351
Swan Hill West,3585,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,2,4
Swan Marsh,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,60,94
Swan Reach,3903,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,330,499
Swanpool,3673,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,100,175
Swanwater,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,7,12
Swanwater West,3480,Northern Grampians Shire Council,Central,57401,Swan Hill,82,Northern Victoria,4,4,8
Swanwater West,3480,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,2,5
Swifts Creek,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,152,219
Sydenham,3037,Brimbank City Council,Taylors,54204,Keilor,41,Western Metropolitan,7,3481,6058
Sylvaterre,3575,Loddon Shire Council,Terrick,56504,Swan Hill,82,Northern Victoria,4,7,14
Tabilk,3607,Strathbogie Shire Council,Hughes Creek,53102,Benalla,8,Northern Victoria,4,5,10
Tabilk,3607,Strathbogie Shire Council,Lake Nagambie,53103,Benalla,8,Northern Victoria,4,53,77
Tabor,3289,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,17,24
Taggerty,3714,Murrindindi Shire Council,Cathedral,53001,Seymour,78,Northern Victoria,4,203,275
Tahara,3301,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,9,13
Tahara,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,9,20
Tahara Bridge,3315,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,12,21
Tahara West,3310,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,9,17
Talbot,3371,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,74,Western Victoria,8,251,364
Talgarno,3691,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,89,181
Tallandoon,3701,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,44,69
Tallangatta,3700,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,516,805
Tallangatta East,3700,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,18,42
Tallangatta South,3701,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,58,124
Tallangatta Valley,3701,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,80,144
Tallarook,3659,Mitchell Shire Council,North,52802,Seymour,78,Northern Victoria,4,295,531
Tallygaroopna,3634,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,219,414
Tambo Crossing,3893,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,8,13
Tambo Upper,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,130,233
Tamboon,3890,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,4,5
Taminick,3675,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,37,78
Tamleugh,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Benalla,8,Northern Victoria,4,21,40
Tamleugh North,3669,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,12,22
Tandarook,3260,Corangamite Shire Council,South-Central,51604,Polwarth,70,Western Victoria,8,11,23
Tandarra,3571,Loddon Shire Council,Terrick,56504,Swan Hill,82,Northern Victoria,4,20,38
Tangambalanga,3691,Indigo Shire Council,Unsubdivided,52601,Benambra,9,Northern Victoria,4,221,364
Tanjil Bren,3833,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,10,8
Tanjil South,3825,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,120,234
Tanjil South,3825,Latrobe City Council,West,53704,Narracan,62,Eastern Victoria,2,90,175
Tantaraboo,3764,Macedon Ranges Shire Council,East,56601,Macedon,48,Northern Victoria,4,3,6
Tanwood,3478,Pyrenees Shire Council,Avoca,51901,Ripon,74,Western Victoria,8,9,14
Tanwood,3478,Pyrenees Shire Council,De Cameron,51903,Ripon,74,Western Victoria,8,3,3
Tanybryn,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,7,11
Taradale,3447,Hepburn Shire Council,Holcombe,56405,Ballarat East,3,Western Victoria,8,2,2
Taradale,3447,Mount Alexander Shire Council,Coliban,56703,Bendigo West,11,Northern Victoria,4,218,335
Tarcombe,3666,Mitchell Shire Council,North,52802,Seymour,78,Northern Victoria,4,5,13
Tarcombe,3666,Strathbogie Shire Council,Hughes Creek,53102,Benalla,8,Northern Victoria,4,1,4
Tarcombe,3666,Strathbogie Shire Council,Mount Wombat,53104,Benalla,8,Northern Victoria,4,9,20
Tarilta,3451,Hepburn Shire Council,Holcombe,56405,Ballarat East,3,Western Victoria,8,5,7
Tarilta,3451,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,8,19
Tarnagulla,3551,Loddon Shire Council,Tarnagulla,56503,Bendigo West,11,Northern Victoria,4,106,114
Tarneit,3029,Wyndham City Council,Chaffey,56101,Tarneit,83,Western Metropolitan,7,7858,12716
Tarnook,3670,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,33,61
Taroon,3265,Corangamite Shire Council,South-West,51605,Polwarth,70,Western Victoria,8,4,1
Taroon,3265,Moyne Shire Council,Unsubdivided,51801,Polwarth,70,Western Victoria,8,6,9
Tarra Valley,3971,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,36,66
Tarranyurk,3414,Hindmarsh Shire Council,North,57302,Lowan,46,Western Victoria,8,17,27
Tarraville,3971,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,40,62
Tarrawarra,3775,Yarra Ranges Shire Council,Ryrie,56207,Seymour,78,Northern Victoria,4,30,69
Tarrawingee,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,143,262
Tarrayoukyan,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,8,21
Tarrayoukyan,3315,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,2,9
Tarrengower,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,11,Northern Victoria,4,29,48
Tarrenlea,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,15,25
Tarrington,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,134,234
Tarrone,3283,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,36,65
Tarwin,3956,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,37,Eastern Victoria,2,17,41
Tarwin Lower,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,142,215
Tarwin Lower,3956,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,37,Eastern Victoria,2,46,82
Tatong,3673,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,127,230
Tatura,3616,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,1952,3167
Tatura East,3616,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,50,98
Tatyoon,3378,Ararat Rural City Council,Unsubdivided,51401,Lowan,46,Western Victoria,8,34,66
Tatyoon,3378,Ararat Rural City Council,Unsubdivided,51401,Ripon,74,Western Victoria,8,18,43
Tawonga,3697,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,275,440
Tawonga South,3698,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,512,647
Taylor Bay,3713,Murrindindi Shire Council,Eildon,53003,Benalla,8,Northern Victoria,4,43,44
Taylors Hill,3037,Melton City Council,Watts,55403,Keilor,41,Western Metropolitan,7,3745,7400
Taylors Lakes,3038,Brimbank City Council,Taylors,54204,Keilor,41,Western Metropolitan,7,5270,11969
Teal Point,3579,Gannawarra Shire Council,Murray,57202,Swan Hill,82,Northern Victoria,4,31,46
Tecoma,3160,Yarra Ranges Shire Council,Lyster,56204,Gembrook,35,Eastern Victoria,2,32,43
Tecoma,3160,Yarra Ranges Shire Council,Lyster,56204,Monbulk,55,Eastern Victoria,2,724,1275
Tecoma,3160,Yarra Ranges Shire Council,Streeton,56208,Monbulk,55,Eastern Victoria,2,105,221
Teddywaddy,3527,Buloke Shire Council,Lower Avoca,57101,Swan Hill,82,Northern Victoria,4,13,25
Teddywaddy West,3527,Buloke Shire Council,Lower Avoca,57101,Swan Hill,82,Northern Victoria,4,6,5
Teddywaddy West,3527,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,4,6
Teesdale,3328,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,70,Western Victoria,8,560,1118
Telangatuk East,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,25,47
Telford,3730,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,11,23
Telopea Downs,3420,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,16,22
Templestowe,3106,Manningham City Council,Heide,55101,Bulleen,17,Eastern Metropolitan,1,5945,12297
Templestowe,3106,Manningham City Council,Koonung,55102,Doncaster,26,Eastern Metropolitan,1,91,195
Templestowe,3106,Manningham City Council,Mullum Mullum,55103,Warrandyte,85,Eastern Metropolitan,1,48,126
Templestowe Lower,3107,Manningham City Council,Heide,55101,Bulleen,17,Eastern Metropolitan,1,5241,9683
Templestowe Lower,3107,Manningham City Council,Koonung,55102,Bulleen,17,Eastern Metropolitan,1,35,53
Tempy,3489,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,9,19
Tempy,3489,Yarriambiack Shire Council,Hopetoun,57602,Mildura,52,Northern Victoria,4,38,47
Tenby Point,3984,Bass Coast Shire Council,Leadbeater,53404,Bass,5,Eastern Victoria,2,115,147
Tennyson,3572,Campaspe Shire Council,Western,52305,Rodney,75,Northern Victoria,4,45,89
Terang,3264,Corangamite Shire Council,Central,51601,Polwarth,70,Western Victoria,8,1055,1639
Terang,3264,Moyne Shire Council,Unsubdivided,51801,Polwarth,70,Western Victoria,8,5,8
Terip Terip,3719,Murrindindi Shire Council,Koriella,53006,Benalla,8,Northern Victoria,4,40,55
Terrappee,3525,Buloke Shire Council,Lower Avoca,57101,Swan Hill,82,Northern Victoria,4,2,4
Terrappee,3525,Loddon Shire Council,Boort,56501,Swan Hill,82,Northern Victoria,4,7,15
Terrick Terrick,3575,Loddon Shire Council,Terrick,56504,Swan Hill,82,Northern Victoria,4,6,6
Terrick Terrick East,3573,Campaspe Shire Council,Western,52305,Rodney,75,Northern Victoria,4,2,4
Tesbury,3260,Corangamite Shire Council,Central,51601,Polwarth,70,Western Victoria,8,4,8
Tesbury,3260,Corangamite Shire Council,South-Central,51604,Polwarth,70,Western Victoria,8,34,66
Tetoora Road,3821,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,36,55
Thalia,3527,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,3,5
Thalia,3527,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,3,2
Thalloo,3825,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,12,26
The Basin,3154,Knox City Council,Chandler,55002,Monbulk,55,Eastern Victoria,2,1655,3085
The Cove,3268,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,7,18
The Gurdies,3984,Bass Coast Shire Council,Leadbeater,53404,Bass,5,Eastern Victoria,2,117,162
The Heart,3851,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,11,14
The Honeysuckles,3851,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,60,77
The Patch,3792,Yarra Ranges Shire Council,Lyster,56204,Monbulk,55,Eastern Victoria,2,391,780
The Sisters,3265,Moyne Shire Council,Unsubdivided,51801,Polwarth,70,Western Victoria,8,57,115
Thologolong,3691,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,9,14
Thomastown,3074,Whittlesea City Council,South East,56002,Mill Park,53,Northern Metropolitan,3,1360,2600
Thomastown,3074,Whittlesea City Council,South West,56003,Mill Park,53,Northern Metropolitan,3,981,1326
Thomastown,3074,Whittlesea City Council,South West,56003,Thomastown,84,Northern Metropolitan,3,5314,9908
Thomson,3219,Greater Geelong City Council,Austin,50601,Geelong,34,Western Victoria,8,890,1131
Thoona,3726,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,53,92
Thornbury,3071,Darebin City Council,Cazaly,50801,Northcote,67,Northern Metropolitan,3,2168,3302
Thornbury,3071,Darebin City Council,Rucker,50803,Northcote,67,Northern Metropolitan,3,6381,9268
Thornton,3712,Murrindindi Shire Council,Eildon,53003,Benalla,8,Northern Victoria,4,145,226
Thornton,3712,Murrindindi Shire Council,Eildon,53003,Seymour,78,Northern Victoria,4,24,34
Thorpdale,3835,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,222,384
Thorpdale South,3824,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,13,19
Thowgla Valley,3707,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,37,66
Three Bridges,3797,Yarra Ranges Shire Council,O'Shannassy,56206,Gembrook,35,Eastern Victoria,2,79,145
Tidal River,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,12,8
Timboon,3268,Corangamite Shire Council,South-West,51605,Polwarth,70,Western Victoria,8,562,900
Timboon West,3268,Corangamite Shire Council,South-West,51605,Polwarth,70,Western Victoria,8,20,34
Timmering,3561,Campaspe Shire Council,Kyabram-Deakin,52302,Rodney,75,Northern Victoria,4,35,57
Timor,3465,Central Goldfields Shire Council,Flynn,56301,Ripon,74,Western Victoria,8,26,47
Timor West,3465,Central Goldfields Shire Council,Flynn,56301,Ripon,74,Western Victoria,8,11,18
Timor West,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,74,Western Victoria,8,2,2
Tinamba,3859,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,143,243
Tinamba West,3859,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,23,33
Tintaldra,3708,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,34,63
Tittybong,3542,Gannawarra Shire Council,Avoca,57201,Swan Hill,82,Northern Victoria,4,4,7
Tol Tol,3549,Swan Hill Rural City Council,Robinvale,57004,Mildura,52,Northern Victoria,4,70,105
Tolmie,3723,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,2,6
Tolmie,3723,Mansfield Shire Council,Tolmie,58004,Benalla,8,Northern Victoria,4,186,306
Tolmie,3723,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,18,33
Tom Groggin,3707,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,1,1
Tongala,3621,Campaspe Shire Council,Kyabram-Deakin,52302,Rodney,75,Northern Victoria,4,837,1303
Tonghi Creek,3890,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,4,8
Tongio,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,31,44
Tonimbuk,3815,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,95,160
Tooan,3409,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,12,25
Tooborac,3522,Mitchell Shire Council,North,52802,Seymour,78,Northern Victoria,4,126,214
Toolamba,3614,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,306,554
Toolamba West,3614,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,45,94
Toolangi,3777,Murrindindi Shire Council,Kinglake,53005,Seymour,78,Northern Victoria,4,126,230
Toolangi,3777,Yarra Ranges Shire Council,Ryrie,56207,Seymour,78,Northern Victoria,4,16,21
Toolern Vale,3337,Macedon Ranges Shire Council,South,56602,Macedon,48,Northern Victoria,4,4,5
Toolern Vale,3337,Melton City Council,Watts,55403,Melton,51,Western Victoria,8,288,547
Toolleen,3551,Campaspe Shire Council,Rochester,52303,Rodney,75,Northern Victoria,4,65,99
Toolleen,3551,Greater Bendigo City Council,Eppalock,50201,Rodney,75,Northern Victoria,4,22,32
Toolondo,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,30,57
Toolong,3285,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,44,74
Toongabbie,3856,Latrobe City Council,East,53702,Morwell,58,Eastern Victoria,2,353,630
Toongabbie,3856,Wellington Shire Council,Unsubdivided,53901,Morwell,58,Eastern Victoria,2,28,57
Toora,3962,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,387,553
Toora North,3962,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,52,84
Tooradin,3980,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,7,15
Tooradin,3980,Casey City Council,Balla Balla,54401,Hastings,38,Eastern Victoria,2,588,930
Toorak,3142,Stonnington City Council,North,51202,Malvern,49,Southern Metropolitan,6,3392,5305
Toorak,3142,Stonnington City Council,North,51202,Prahran,71,Southern Metropolitan,6,3665,4738
Toorloo Arm,3909,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,128,244
Tootgarook,3941,Mornington Peninsula Shire Council,Seawinds,55705,Nepean,65,Eastern Victoria,2,1825,2068
Torquay,3228,Surf Coast Shire Council,Torquay,50103,South Barwon,80,Western Victoria,8,4760,7157
Torquay,3228,Surf Coast Shire Council,Winchelsea,50104,South Barwon,80,Western Victoria,8,430,832
Torrita,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,22,29
Torrumbarry,3562,Campaspe Shire Council,Western,52305,Rodney,75,Northern Victoria,4,122,200
Torwood,3821,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,15,27
Tostaree,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,9,16
Tottenham,3012,Maribyrnong City Council,Stony Creek,55202,Footscray,31,Western Metropolitan,7,10,7
Tottington,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,1,4
Tourello,3363,Ballarat City Council,North,50302,Ripon,74,Western Victoria,8,16,34
Towan,3596,Swan Hill Rural City Council,Murray-Mallee,57003,Swan Hill,82,Northern Victoria,4,7,14
Towaninny,3527,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,5,12
Tower Hill,3283,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,30,53
Towong,3707,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,67,122
Towong Upper,3707,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,14,28
Trafalgar,3824,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,1601,2644
Trafalgar,3824,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,3,9
Trafalgar East,3824,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,161,298
Trafalgar South,3824,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,112,218
Tragowel,3579,Gannawarra Shire Council,Patchell,57203,Swan Hill,82,Northern Victoria,4,48,68
Traralgon,3844,Latrobe City Council,East,53702,Morwell,58,Eastern Victoria,2,10863,16597
Traralgon East,3844,Latrobe City Council,East,53702,Morwell,58,Eastern Victoria,2,621,1271
Traralgon South,3844,Latrobe City Council,East,53702,Morwell,58,Eastern Victoria,2,184,344
Travancore,3032,Moonee Valley City Council,Myrnong,55602,Essendon,28,Western Metropolitan,7,30,59
Travancore,3032,Moonee Valley City Council,Myrnong,55602,Melbourne,50,Northern Metropolitan,3,792,982
Trawalla,3373,Pyrenees Shire Council,Ercildoune,51904,Ripon,74,Western Victoria,8,53,95
Trawool,3660,Mitchell Shire Council,North,52802,Seymour,78,Northern Victoria,4,41,88
Trawool,3660,Murrindindi Shire Council,Cheviot,53002,Seymour,78,Northern Victoria,4,3,3
Traynors Lagoon,3477,Northern Grampians Shire Council,Central,57401,Swan Hill,82,Northern Victoria,4,12,16
Traynors Lagoon,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,2,3
Tremont,3785,Knox City Council,Dobson,55005,Monbulk,55,Eastern Victoria,2,1,2
Tremont,3785,Yarra Ranges Shire Council,Streeton,56208,Monbulk,55,Eastern Victoria,2,30,46
Trentham,3458,Hepburn Shire Council,Coliban,56403,Ballarat East,3,Western Victoria,8,563,787
Trentham,3458,Moorabool Shire Council,Woodlands,50404,Melton,51,Western Victoria,8,1,1
Trentham East,3458,Hepburn Shire Council,Coliban,56403,Ballarat East,3,Western Victoria,8,27,48
Trentham East,3458,Macedon Ranges Shire Council,West,56603,Macedon,48,Northern Victoria,4,44,55
Tresco,3583,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,87,123
Tresco West,3584,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,54,84
Trida,3953,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,7,11
Trida,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,19,33
Truganina,3029,Melton City Council,Cambridge,55401,Kororoit,44,Western Metropolitan,7,5,5
Truganina,3029,Melton City Council,Cambridge,55401,Melton,51,Western Victoria,8,5,8
Truganina,3029,Wyndham City Council,Harrison,56102,Altona,2,Western Metropolitan,7,3196,4498
Tubbut,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,10,15
Tuerong,3915,Mornington Peninsula Shire Council,Cerberus,55702,Hastings,38,Eastern Victoria,2,90,197
Tuerong,3915,Mornington Peninsula Shire Council,Cerberus,55702,Mornington,57,Eastern Victoria,2,41,69
